TF	target
POU4F2	SLC25A15
POU4F3	SLC25A15
mix-a	SLC25A15
HNF1B	SLC25A15
SOX15	SLC25A15
GATA6	SLC25A15
STAT1	SLC25A15
Mecom	SLC25A15
Six3	TPTE2P5
ESR1	SUGT1P3
Spz1	TPTE2P5
REST	TPTE2P5
MEF2A	TPTE2P5
MEF2D	TPTE2P5
MEF2B	TPTE2P5
NFKB1	TPTE2P5
NFKB2	TPTE2P5
HIC2	TPTE2P5
IRF1	SUGT1P3
TP73	TPTE2P5
TP53	TPTE2P5
MEF2C	TPTE2P5
SREBF1	SUGT1P3
ZNF384	TPTE2P5
ZNF384	SUGT1P3
Nfe2l2	SUGT1P3
MAF	SUGT1P3
PBX3	SUGT1P3
Ddit3	TPTE2P5
Ddit3	SUGT1P3
YY1	TPTE2P5
TFAP4	TPTE2P5
KLF4	ELF1
Klf1	ELF1
ONECUT3	ELF1
Klf12	ELF1
KLF9	ELF1
HIC2	ELF1
HOXB13	ELF1
HOXD13	ELF1
Hoxd9	ELF1
HOXA13	ELF1
ID4	ELF1
TCF3	ELF1
TCF4	ELF1
CDX2	ELF1
SP8	ELF1
POU4F2	ELF1
POU4F3	ELF1
ZNF384	ELF1
SP3	ELF1
HOXA10	ELF1
RREB1	ELF1
KLF5	ELF1
Lhx3	ELF1
SNAI2	ELF1
Foxq1	ELF1
CDX1	ELF1
PROP1	ELF1
SPDEF	LOC101929140
NFYB	KBTBD6
TBP	LOC101929140
NFIL3	KBTBD6
Dlx2	LOC101929140
RREB1	KBTBD6
SOX21	LOC101929140
Foxq1	KBTBD6
TCF7L2	LOC101929140
Tcf7	LOC101929140
Stat4	KBTBD7
BCL6B	KBTBD7
Stat5a	KBTBD7
Nfe2l2	KBTBD7
MAF	KBTBD7
STAT1	KBTBD7
LIN54	KBTBD7
Pparg	KBTBD7
ESR1	MTRF1
RUNX2	MTRF1
TFAP2C(var	MTRF1
TFAP2B(var	MTRF1
Ddit3	MTRF1
Gfi1b	MTRF1
ZBTB18	RGCC
CEBPA	RGCC
TBX21	RGCC
NFIX	RGCC
HIC2	RGCC
ID4	RGCC
TCF3	RGCC
FIGLA	RGCC
TCF4	RGCC
SP8	RGCC
PKNOX1	RGCC
PKNOX2	RGCC
TGIF1	RGCC
TBR1	RGCC
SMAD2	RGCC
TBX5	RGCC
MGA	RGCC
TBX4	RGCC
TBX1	RGCC
TBX15	RGCC
FOSL2	RGCC
Zfx	RGCC
SNAI2	RGCC
ESR1	VWA8
Tcf12	VWA8
Myog	VWA8
MITF	VWA8
Myod1	VWA8
GATA2	VWA8
Gata1	VWA8
EBF1	VWA8
GATA3	VWA8
GATA5	VWA8
ESR2	VWA8
MAF	VWA8
BACH2	VWA8
Pparg	VWA8
ZNF263	VWA8
GATA1	VWA8
GATA6	VWA8
Bach1	VWA8
Gata4	VWA8
NHLH1	VWA8
MAFG	VWA8
Crx	DGKH
KLF9	DGKH
IRF1	DGKH
POU3F1	DGKH
PRDM1	DGKH
FOXP2	DGKH
ZSCAN4	DGKH
ZNF384	DGKH
FOXD2	DGKH
Foxo1	DGKH
RREB1	DGKH
GRHL1	DGKH
Foxj2	DGKH
FOXG1	DGKH
ZNF263	DGKH
GATA6	DGKH
Foxq1	DGKH
GRHL2	DGKH
SP2	AKAP11
POU5F1B	AKAP11
RUNX1	AKAP11
HNF4G	AKAP11
Nkx3-1	AKAP11
NKX3-2	AKAP11
NFIC	AKAP11
Nr2f6(var	AKAP11
SP1	AKAP11
MZF1(var	AKAP11
TBR1	AKAP11
POU2F2	AKAP11
MZF1	AKAP11
RORB	AKAP11
Gata1	AKAP11
ZIC4	AKAP11
ZIC3	AKAP11
ZNF263	AKAP11
Zfx	AKAP11
Gata4	AKAP11
EOMES	AKAP11
CTCF	AKAP11
ZNF282	AKAP11
SPI1	AKAP11
ZIC1	AKAP11
FOXC2	EPSTI1
CEBPA	EPSTI1
IRF3	EPSTI1
CEBPD	EPSTI1
CEBPE	EPSTI1
CEBPB	EPSTI1
Nkx2-5(var	EPSTI1
Foxa2	EPSTI1
Sox17	EPSTI1
FOXB1	EPSTI1
FOXC1	EPSTI1
Smad4	EPSTI1
MEIS2	EPSTI1
MEIS3	EPSTI1
SMAD3	EPSTI1
Arid5a	EPSTI1
ZNF354C	DNAJC15
MEF2D	DNAJC15
GATA2	DNAJC15
ETV2	DNAJC15
SPIB	DNAJC15
Rfx1	TSC22D1
HNF4G	TSC22D1
HOXB13	TSC22D1
Stat5a	TSC22D1
Nr2e1	TSC22D1
SMAD2	TSC22D1
Foxd3	TSC22D1
RBPJ	TSC22D1
MEIS2	TSC22D1
MEIS3	TSC22D1
SOX10	TSC22D1
ZNF263	TSC22D1
Mecom	TSC22D1
ZNF282	TSC22D1
EWSR1-FLI1	TSC22D1
TFAP4	TSC22D1
Esrra	TPT1
VSX2	TPT1
BSX	TPT1
Lhx8	TPT1
RAX2	TPT1
LHX9	TPT1
DLX6	TPT1
NKX6-1	TPT1
LBX1	TPT1
LMX1A	TPT1
VSX1	TPT1
Shox2	TPT1
VAX2	TPT1
PAX4	TPT1
Lhx4	TPT1
NKX6-2	TPT1
VAX1	TPT1
Prrx2	TPT1
ISX	TPT1
EN1	TPT1
SHOX	TPT1
UNCX	TPT1
PDX1	TPT1
LMX1B	TPT1
PRRX1	TPT1
POU5F1B	TPT1
POU3F4	TPT1
TBX21	TPT1-AS1
Hoxb5	TPT1
Hoxd3	TPT1
NR4A2	TPT1
NR1A4	TPT1
PPARA	TPT1
KLF4	TPT1-AS1
ESX1	TPT1
EMX2	TPT1
POU6F1	TPT1
GSX2	TPT1
LBX2	TPT1
ALX3	TPT1
MEOX2	TPT1
LHX6	TPT1
RAX	TPT1
LHX2	TPT1
HOXB2	TPT1
HOXB3	TPT1
GSX1	TPT1
MIXL1	TPT1
EMX1	TPT1
NOTO	TPT1
MNX1	TPT1
RXRB	TPT1
Rxra	TPT1
Nr2f6	TPT1
Hoxd8	TPT1
Stat4	TPT1
FOXA1	TPT1
RORA(var	TPT1
RORA(var	TPT1-AS1
HNF1A	TPT1-AS1
HNF4G	TPT1
NR2C2	TPT1
Alx4	TPT1
Alx1	TPT1
HOXB13	TPT1-AS1
HOXD13	TPT1-AS1
Hoxd9	TPT1-AS1
HOXA13	TPT1-AS1
IRF1	TPT1
IRF1	TPT1-AS1
Arid3a	TPT1-AS1
SIX2	TPT1-AS1
CDX2	TPT1-AS1
Stat5a	TPT1
POU5F1	TPT1
MEF2C	TPT1-AS1
MEF2C	TPT1
ESRRB	TPT1
NR2F2	TPT1
ZNF384	TPT1-AS1
ZNF384	TPT1
Stat6	TPT1-AS1
SOX4	TPT1-AS1
Rarg	TPT1-AS1
Pou5f1	TPT1-AS1
mix-a	TPT1
HOXA10	TPT1-AS1
POU2F2	TPT1
STAT1	TPT1
POU2F1	TPT1
FIGLA	TPT1-AS1
Arx	TPT1
POU3F3	TPT1
Esrrg	TPT1
NR4A1	TPT1
RORC	TPT1-AS1
RORC	TPT1
Nr5a2	TPT1
RORA	TPT1
Lhx3	TPT1-AS1
Lhx3	TPT1
FOXB1	TPT1
FOXC1	TPT1
HOXC10	TPT1
Rarb(var	TPT1-AS1
SPIC	TPT1
ZNF263	TPT1
Rarb	TPT1-AS1
PAX7	TPT1
NR2F1	TPT1
STAT1	TPT1-AS1
SPIB	TPT1
TCF7L1	TPT1
CDX1	TPT1-AS1
NR1H2	TPT1
Nkx3-1	SLC25A30-AS1
NKX3-2	SLC25A30-AS1
ID4	SLC25A30-AS1
MSC	SLC25A30-AS1
TCF3	SLC25A30-AS1
FIGLA	SLC25A30-AS1
TCF4	SLC25A30-AS1
MYF6	SLC25A30-AS1
ISL2	SLC25A30-AS1
NKX2-8	SLC25A30-AS1
TBX2	SLC25A30-AS1
PKNOX1	SLC25A30-AS1
PKNOX2	SLC25A30-AS1
TGIF2	SLC25A30-AS1
TGIF1	SLC25A30-AS1
Tcf21	SLC25A30-AS1
TBR1	SLC25A30-AS1
NKX2-3	SLC25A30-AS1
SCRT1	SLC25A30-AS1
Hic1	SLC25A30-AS1
TBX5	SLC25A30-AS1
TBX4	SLC25A30-AS1
TBX1	SLC25A30-AS1
TBX15	SLC25A30-AS1
SNAI2	SLC25A30-AS1
Esrra	SLC25A30
KLF4	SLC25A30
NFIX	SLC25A30
NEUROG2	SLC25A30
OLIG2	SLC25A30
OLIG1	SLC25A30
BHLHE22	SLC25A30
NEUROD2	SLC25A30
Atoh1	SLC25A30
OLIG3	SLC25A30
Nr2f6(var	SLC25A30
ESRRB	SLC25A30
NR2F2	SLC25A30
ESR2	SLC25A30
Rarg	SLC25A30
MZF1(var	SLC25A30
BHLHE23	SLC25A30
RARA	SLC25A30
KLF5	SLC25A30
Esrrg	SLC25A30
NR4A1	SLC25A30
RORA	SLC25A30
Hic1	SLC25A30
Rarb	SLC25A30
NR2F1	SLC25A30
Foxq1	SLC25A30
NR4A2	SLC25A30
Nr2e3	SLC25A30
Bhlha15	SLC25A30
ELF4	COG3
EHF	COG3
ELF1	COG3
Arid3b	COG3
SIX1	COG3
RAX2	COG3
NKX6-1	COG3
LMX1A	COG3
Shox2	COG3
Lhx4	COG3
NKX6-2	COG3
ISX	COG3
SHOX	COG3
UNCX	COG3
LMX1B	COG3
PRRX1	COG3
GSX2	COG3
ALX3	COG3
GSX1	COG3
MIXL1	COG3
NOTO	COG3
MNX1	COG3
Hand1	COG3
Alx4	COG3
Alx1	COG3
Arx	COG3
SPDEF	COG3
ELF5	COG3
Hoxd3	COG3
Arid3a	COG3
SIX2	COG3
NFATC1	COG3
NFATC3	COG3
NFAT5	COG3
Phox2b	COG3
PHOX2A	COG3
PROP1	COG3
DUX4	COG3
ZNF384	COG3
Stat6	COG3
SOX4	COG3
Nkx2-5(var	COG3
mix-a	COG3
PBX3	COG3
ETV6	COG3
Lhx3	COG3
BATF	COG3
ELK4	COG3
ZBTB7A	COG3
ELF3	COG3
DUXA	COG3
Sox11	COG3
PBX2	COG3
Neurog1	COG3
SPI1	COG3
MEF2A	CPB2-AS1
MEF2D	CPB2-AS1
MEF2B	CPB2-AS1
HES7	ZC3H13
PKNOX2	ZC3H13
HES5	ZC3H13
T	ZC3H13
MEF2C	CPB2-AS1
NFKB2	CPB2-AS1
Hes2	ZC3H13
Sox5	LCP1
HOXB13	LCP1
HOXD11	LCP1
HOXD13	LCP1
HOXC10	LCP1
HOXA13	LCP1
IRF1	LCP1
SOX9	LCP1
TBP	LCP1
MEF2C	LRRC63
ZNF384	LCP1
ZNF384	LRRC63
Hoxa11	LCP1
RREB1	LRRC63
ETV2	LCP1
SPIC	LCP1
JUN	LCP1
SOX15	LCP1
IRF5	LCP1
SOX13	LCP1
SPIB	LCP1
Mecom	LCP1
HOXD12	LCP1
HOXC13	LCP1
Foxq1	LCP1
CDX1	LCP1
SPI1	LCP1
ZBTB18	LINC00563
IRF3	LINC00563
Tcf12	LINC00563
Myog	LINC00563
THAP1	LINC00563
ASCL1	LINC00563
MSC	LINC00563
FIGLA	LINC00563
Ddit3	LINC00563
RARA	LINC00563
SCRT1	LINC00563
SCRT2	LINC00563
CTCF	LINC00563
SNAI2	LINC00563
RUNX1	LINC00563
STAT3	LINC00563
Gfi1	LINC00563
NFATC1	LINC00563
NFATC3	LINC00563
NFAT5	LINC00563
Stat5a	LINC00563
NFATC2	LINC00563
Smad4	LINC00563
IRF7	LINC00563
Bcl6	LINC00563
PBX1	LRCH1
Rfx1	LRCH1
NFYB	LRCH1
RFX5	LRCH1
Dux	LRCH1
NFYA	LRCH1
Mecom	LRCH1
PROX1	LRCH1
MZF1(var	ESD
KLF5	ESD
ZNF263	ESD
EWSR1-FLI1	ESD
Sox5	SUCLA2
HOXB13	SUCLA2
HOXD13	SUCLA2
Stat6	SUCLA2
HOXA10	SUCLA2
SRY	SUCLA2
Nr5a2	SUCLA2
REST	NUDT15
Nkx3-1	NUDT15
CTCFL	NUDT15
NFATC1	NUDT15
NFATC3	NUDT15
NFAT5	NUDT15
NFATC2	NUDT15
EBF1	NUDT15
Stat6	NUDT15
MZF1	NUDT15
RREB1	NUDT15
RELA	NUDT15
Hic1	NUDT15
ZNF263	NUDT15
Zfx	NUDT15
TFAP2A(var	NUDT15
CTCF	NUDT15
RELB	NUDT15
SP2	NUDT15
FOSL1	NUDT15
FOS	NUDT15
JUND	NUDT15
NFE2	NUDT15
FOSB	NUDT15
FOSL2	NUDT15
JUN	NUDT15
Crx	NUDT15
Klf1	NUDT15
Spz1	NUDT15
KLF9	NUDT15
JUNB	NUDT15
ZNF143	NUDT15
NFIC	NUDT15
JUN(var	NUDT15
SP1	NUDT15
NKX2-3	NUDT15
SMAD2	NUDT15
KLF5	NUDT15
BACH2	NUDT15
BATF	NUDT15
JDP2	NUDT15
Nr2e3	NUDT15
Pitx1	FNDC3A
FOSL1	FNDC3A
FOS	FNDC3A
JUND	FNDC3A
NFE2	FNDC3A
FOSB	FNDC3A
JUN	FNDC3A
FOSL2	FNDC3A
Stat4	FNDC3A
MAFF	FNDC3A
FOXF2	FNDC3A
HNF1A	FNDC3A
JUNB	FNDC3A
CDX2	FNDC3A
HOXD11	FNDC3A
HOXC10	FNDC3A
JUN(var	FNDC3A
ZNF384	FNDC3A
HOXA10	FNDC3A
HOXC12	FNDC3A
HOXD12	FNDC3A
HOXC11	FNDC3A
FOXD2	FNDC3A
POU2F2	FNDC3A
Hoxa11	FNDC3A
Foxj2	FNDC3A
FOXG1	FNDC3A
FOXO3	FNDC3A
FOXK2	FNDC3A
BATF	FNDC3A
SOX15	FNDC3A
IRF5	FNDC3A
LEF1	FNDC3A
Dmbx1	FNDC3A
PITX3	FNDC3A
JDP2	FNDC3A
Foxj3	FNDC3A
IRF7	FNDC3A
Foxq1	FNDC3A
CDX1	FNDC3A
Pitx1	CAB39L
OTX1	CAB39L
OTX2	CAB39L
RHOXF1	CAB39L
TP63	CAB39L
TP73	CAB39L
BSX	CAB39L
Crx	CAB39L
CUX1	SETDB2
CUX2	SETDB2
PPARA	CAB39L
RXRB	CAB39L
EVX1	CAB39L
EVX2	CAB39L
INSM1	SETDB2
Spz1	SETDB2
ONECUT3	SETDB2
ONECUT2	SETDB2
ONECUT1	SETDB2
GSX2	CAB39L
GSC2	CAB39L
GSC	CAB39L
NFIX	SETDB2
Hand1	SETDB2
BCL6B	CAB39L
HIC2	SETDB2
Hic1	SETDB2
ZEB1	SETDB2
HOXB13	CAB39L
HOXD13	CAB39L
HOXA13	CAB39L
Hoxd9	CAB39L
Arid3a	CAB39L
ZNF354C	CAB39L
TBX19	CAB39L
NFIA	CAB39L
NFIA	SETDB2
Phox2b	CAB39L
PHOX2A	CAB39L
PROP1	CAB39L
TBP	CAB39L
ATF4	CAB39L
MZF1	CAB39L
MZF1	SETDB2
Foxo1	SETDB2
HLTF	CAB39L
Nr5a2	CAB39L
Smad4	CAB39L
JUN	SETDB2
Pparg	CAB39L
Dmbx1	CAB39L
ZNF263	CAB39L
SRF	CAB39L
PITX3	CAB39L
SMAD3	CAB39L
DUXA	CAB39L
ZNF410	CAB39L
Gata4	CAB39L
TCF4	SETDB2
SNAI2	SETDB2
FOXH1	CAB39L
TCF7L2	CAB39L
Tcf7	CAB39L
EWSR1-FLI1	SETDB2
DUX4	CAB39L
Myog	SETDB2
Hoxa9	CAB39L
FOXC2	PHF11
Hoxd8	PHF11
MEF2A	PHF11
MEF2D	PHF11
MEF2B	PHF11
THAP1	PHF11
NFATC1	PHF11
NFATC3	PHF11
NFAT5	PHF11
NFATC2	PHF11
MEF2C	PHF11
ESRRB	PHF11
ZNF384	PHF11
Nkx2-5(var	PHF11
TEAD4	PHF11
Sox6	PHF11
Esrrg	PHF11
Foxd3	PHF11
Nr5a2	PHF11
Sox17	PHF11
LIN54	PHF11
FOXC1	PHF11
SOX13	PHF11
IRF2	PHF11
Arid5a	PHF11
YY1	PHF11
MEF2A	RCBTB1
MEF2D	RCBTB1
MEF2B	RCBTB1
MEF2C	RCBTB1
TEAD3	EBPL
HNF1A	EBPL
HNF4G	EBPL
TEAD1	EBPL
TEAD4	EBPL
DMRT3	EBPL
GATA3	EBPL
GATA5	EBPL
BATF	EBPL
Dmbx1	EBPL
EWSR1-FLI1	EBPL
TEAD2	EBPL
SP2	KPNA3
Pitx1	KPNA3
OTX1	KPNA3
OTX2	KPNA3
Crx	KPNA3
GSC2	KPNA3
GSC	KPNA3
TFAP2B	KPNA3
TFAP2C	KPNA3
TFAP2A(var	KPNA3
ZEB1	KPNA3
ID4	KPNA3
Arid3a	KPNA3
TFAP2B(var	KPNA3
TFAP2C(var	KPNA3
TFAP2A	KPNA3
SP1	KPNA3
PKNOX1	KPNA3
PKNOX2	KPNA3
TGIF2	KPNA3
TGIF1	KPNA3
Pou5f1	KPNA3
KLF5	KPNA3
SP4	KPNA3
TBX5	KPNA3
TBX4	KPNA3
TBX1	KPNA3
TBX15	KPNA3
SOX10	KPNA3
ZNF263	KPNA3
PITX3	KPNA3
EGR3	KPNA3
Nr2e3	KPNA3
VSX2	SPRYD7
NKX6-1	SPRYD7
LMX1A	SPRYD7
VSX1	SPRYD7
VAX2	SPRYD7
Lhx4	SPRYD7
NKX6-2	SPRYD7
VAX1	SPRYD7
LMX1B	SPRYD7
Hoxd8	SPRYD7
Arid3b	SPRYD7
POU6F1	SPRYD7
GSX2	SPRYD7
HOXB2	SPRYD7
HOXB3	SPRYD7
MNX1	SPRYD7
MEF2A	SPRYD7
MEF2D	SPRYD7
MEF2B	SPRYD7
Hoxd3	SPRYD7
Arid3a	SPRYD7
HOXD11	SPRYD7
HOXC10	SPRYD7
MEF2C	SPRYD7
Pou5f1	SPRYD7
mix-a	SPRYD7
HOXA10	SPRYD7
Hoxa11	SPRYD7
Alx1	SPRYD7
Hoxd9	SPRYD7
LIN54	SPRYD7
SPIC	SPRYD7
LEF1	SPRYD7
IRF2	SPRYD7
SOX21	SPRYD7
IRF7	SPRYD7
TCF7L2	SPRYD7
Tcf7	SPRYD7
Bcl6	SPRYD7
GLIS2	DLEU2
PBX1	DLEU2
IRF1	DLEU2
NFIC	DLEU2
Stat5a	DLEU2
GATA2	DLEU2
Gata1	DLEU2
FOXP2	DLEU2
Foxo1	DLEU2
FOXK1	DLEU2
NRL	DLEU2
BARX1	DLEU2
Hnf4a	DLEU2
PAX5	DLEU2
GATA1	DLEU2
Gata4	DLEU2
Mafb	DLEU2
Bcl6	DLEU2
KLF4	RNASEH2B
Klf1	RNASEH2B
REST	RNASEH2B
Klf12	RNASEH2B
KLF9	RNASEH2B
MEF2A	RNASEH2B
MEF2D	RNASEH2B
MEF2B	RNASEH2B
ZBTB7C	RNASEH2B
SP8	RNASEH2B
KLF14	RNASEH2B
Nr2f6(var	RNASEH2B
MEF2C	RNASEH2B
SP3	RNASEH2B
Rarg	RNASEH2B
KLF5	RNASEH2B
NR2F1	RNASEH2B
FOXC2	INTS6-AS1
Sox5	INTS6-AS1
Pou2f3	INTS6-AS1
FOXF2	INTS6-AS1
Hand1	INTS6-AS1
TFAP2B	INTS6-AS1
TFAP2C	INTS6-AS1
TFAP2A(var	INTS6-AS1
Arid3a	INTS6-AS1
Gfi1	INTS6-AS1
ZNF354C	INTS6-AS1
SIX2	INTS6-AS1
SOX9	INTS6-AS1
NFATC1	INTS6-AS1
NFATC3	INTS6-AS1
NFAT5	INTS6-AS1
NFATC2	INTS6-AS1
FOXP2	INTS6-AS1
FOXK2	INTS6-AS1
POU4F1	INTS6-AS1
POU4F2	INTS6-AS1
POU4F3	INTS6-AS1
Pou5f1	INTS6-AS1
SRY	INTS6-AS1
FOXD2	INTS6-AS1
MZF1	INTS6-AS1
FOXK1	INTS6-AS1
NRL	INTS6-AS1
Foxj2	INTS6-AS1
FOXG1	INTS6-AS1
FOXO3	INTS6-AS1
Sox6	INTS6-AS1
Foxd3	INTS6-AS1
Gfi1b	INTS6-AS1
SOX13	INTS6-AS1
Zfx	INTS6-AS1
Foxj3	INTS6-AS1
POU3F4	INTS6-AS1
FOXH1	INTS6-AS1
Foxq1	INTS6-AS1
Mafb	INTS6-AS1
TGIF1	INTS6-AS1
FOXC2	WDFY2
POU5F1B	WDFY2
POU3F4	WDFY2
FOXA1	WDFY2
POU1F1	WDFY2
HOXB13	WDFY2
HOXD13	WDFY2
HOXA13	WDFY2
IRF1	WDFY2
POU3F2	WDFY2
POU3F1	WDFY2
PRDM1	WDFY2
NFIC	WDFY2
CDX2	WDFY2
POU5F1	WDFY2
HOXA10	WDFY2
POU2F2	WDFY2
POU2F1	WDFY2
POU3F3	WDFY2
FOXB1	WDFY2
FOXC1	WDFY2
Foxj3	WDFY2
CDX1	WDFY2
ZBTB18	WDFY2
TWIST1	WDFY2
ZNF24	WDFY2
Pou2f3	WDFY2
STAT3	WDFY2
BCL6B	WDFY2
Arid3a	WDFY2
HSF4	WDFY2
HSF1	WDFY2
HSF2	WDFY2
NFATC1	WDFY2
NFATC3	WDFY2
NFIL3	WDFY2
MEF2C	WDFY2
ZNF384	WDFY2
Tcf21	WDFY2
Sox2	WDFY2
MZF1	WDFY2
Ascl2	WDFY2
NKX2-3	WDFY2
Sox6	WDFY2
Sox3	WDFY2
SPIC	WDFY2
SPI1	WDFY2
SOX10	WDFY2
ZNF263	WDFY2
SPIB	WDFY2
Hes2	WDFY2
Mecom	WDFY2
EWSR1-FLI1	WDFY2
Znf423	WDFY2
TAL1	WDFY2
MAFG	WDFY2
ZEB1	WDFY2
ID4	WDFY2
ZNF354C	WDFY2
Myod1	WDFY2
SNAI2	WDFY2
IRF3	DHRS12
HNF4G	DHRS12
HOXB13	DHRS12
HOXD13	DHRS12
IRF9	DHRS12
Arid3a	DHRS12
ZNF143	DHRS12
Phox2b	DHRS12
PHOX2A	DHRS12
Nr2f6(var	DHRS12
POU4F1	DHRS12
Rarg	DHRS12
IRF8	DHRS12
HOXA10	DHRS12
Lhx3	DHRS12
Rarb	DHRS12
Arid5a	DHRS12
SPIB	DHRS12
POU4F3	DHRS12
Sox5	ATP7B
VSX2	ATP7B
NKX6-1	ATP7B
LMX1A	ATP7B
VSX1	ATP7B
VAX2	ATP7B
Lhx4	ATP7B
NKX6-2	ATP7B
VAX1	ATP7B
LMX1B	ATP7B
Hoxd8	ATP7B
STAT3	ATP7B
STAT1	ATP7B
Arid3b	ATP7B
Stat4	ATP7B
Stat4	ALG11
ONECUT3	ATP7B
PBX1	ALG11
Rfx1	ATP7B
POU6F1	ATP7B
GSX2	ATP7B
HOXB2	ATP7B
HOXB3	ATP7B
MNX1	ATP7B
HNF1A	ATP7B
BCL6B	ATP7B
Hoxd3	ATP7B
Arid3a	ATP7B
ZNF354C	ATP7B
Stat5a	ALG11
Stat5a	ATP7B
SOX8	ATP7B
FOXP2	ATP7B
FOXP2	ALG11
ZNF384	ATP7B
Foxd3	ATP7B
mix-a	ATP7B
HOXA10	ATP7B
SRY	ATP7B
FOXD2	ALG11
Foxo1	ATP7B
STAT1	ALG11
FOXG1	ALG11
Sox6	ATP7B
SOX15	ATP7B
HNF1B	ATP7B
Sox3	ATP7B
Hoxd9	ATP7B
PAX3	ALG11
PAX7	ALG11
IRF7	ATP7B
HOXD12	ATP7B
HOXC13	ATP7B
FOXH1	ALG11
FOXH1	ATP7B
DUX4	ATP7B
Bcl6	ATP7B
Bcl6	ALG11
TBX20	VPS36
TBX2	VPS36
POU5F1B	VPS36
POU3F4	VPS36
TBX21	VPS36
Pou2f3	VPS36
MYBL1	VPS36
Arid3b	VPS36
MEF2A	VPS36
HNF1A	VPS36
POU1F1	VPS36
POU3F2	VPS36
POU3F1	VPS36
Gfi1	VPS36
CDX2	VPS36
POU5F1	VPS36
POU4F1	VPS36
POU4F2	VPS36
POU4F3	VPS36
HOXA10	VPS36
TBR1	VPS36
POU2F2	VPS36
POU2F1	VPS36
HOXD13	VPS36
Hoxd9	VPS36
HOXA13	VPS36
POU3F3	VPS36
HNF1B	VPS36
Gfi1b	VPS36
SOX15	VPS36
ZNF410	VPS36
EOMES	VPS36
IRF7	VPS36
Mecom	VPS36
CDX1	VPS36
PROP1	VPS36
DUX4	VPS36
MEF2A	CKAP2
MEF2D	CKAP2
MEF2B	CKAP2
SOX8	CKAP2
ZNF384	CKAP2
PKNOX1	CKAP2
PKNOX2	CKAP2
TGIF2	CKAP2
TGIF1	CKAP2
NR2F2	CKAP2
Arid5a	CKAP2
Atf3	CKAP2
PBX2	CKAP2
PHOX2A	CKAP2
PROP1	CKAP2
Foxq1	CKAP2
ELF4	CKAP2
EHF	CKAP2
ELF1	CKAP2
EBF1	CKAP2
Gabpa	CKAP2
ELF5	CKAP2
ETV6	CKAP2
ETS1	CKAP2
ERF	CKAP2
ELK4	CKAP2
ZBTB7A	CKAP2
ELF3	CKAP2
Esrra	SUGT1
CUX1	SUGT1
CUX2	SUGT1
PAX3	SUGT1
PAX7	SUGT1
RUNX1	SUGT1
KLF4	SUGT1
Klf1	SUGT1
REST	SUGT1
KLF9	SUGT1
Rfx1	SUGT1
HOXB13	SUGT1
HOXD13	SUGT1
Arid3a	SUGT1
RFX4	SUGT1
RFX3	SUGT1
RFX2	SUGT1
RUNX2	SUGT1
POU4F1	SUGT1
POU4F2	SUGT1
POU4F3	SUGT1
ZSCAN4	SUGT1
ZNF384	SUGT1
Foxd3	SUGT1
Nkx2-5(var	SUGT1
YY2	SUGT1
MEIS2	SUGT1
MEIS3	SUGT1
Sox11	SUGT1
SOX21	SUGT1
Atf3	SUGT1
MEIS1	SUGT1
YY1	SUGT1
RUNX3	SUGT1
GRHL2	SUGT1
MAFG	SUGT1
MEF2C	PRR20D
Nr2e1	PRR20D
POU3F3	PRR20D
MEIS2	PRR20D
PBX2	PRR20D
MEIS1	PRR20D
NR1H2	PRR20D
HOXA13	PRR20D
TBX20	PCDH17
TBX19	PCDH17
FOXC2	DIAPH3
Hoxb5	DIAPH3
Hoxd3	DIAPH3
IRF3	DIAPH3
Hoxd8	DIAPH3
Arid3b	DIAPH3
FOXF2	DIAPH3
GSX2	DIAPH3
MEOX1	DIAPH3
MEOX2	DIAPH3
HOXB2	DIAPH3
HOXB3	DIAPH3
GSX1	DIAPH3
MIXL1	DIAPH3
EMX1	DIAPH3
MNX1	DIAPH3
GBX2	DIAPH3
MEF2A	DIAPH3
MYBL2	DIAPH3
IRF1	DIAPH3
NKX6-1	DIAPH3
LMX1A	DIAPH3
VAX2	DIAPH3
Dlx2	DIAPH3
Lhx4	DIAPH3
NKX6-2	DIAPH3
VAX1	DIAPH3
PDX1	DIAPH3
LMX1B	DIAPH3
IRF9	DIAPH3
POU3F2	DIAPH3
POU3F1	DIAPH3
Arid3a	DIAPH3
MEF2D	DIAPH3
Hmx1	DIAPH3
Hmx3	DIAPH3
Hmx2	DIAPH3
FOXP2	DIAPH3
FOXK2	DIAPH3
TBP	DIAPH3
MEF2C	DIAPH3
ZNF384	DIAPH3
NFIL3	DIAPH3
MZF1(var	DIAPH3
mix-a	DIAPH3
HOXA10	DIAPH3
FOXD2	DIAPH3
Foxa2	DIAPH3
FOXG1	DIAPH3
HOXD13	DIAPH3
POU3F3	DIAPH3
Foxd3	DIAPH3
Sox3	DIAPH3
SOX15	DIAPH3
Lhx3	DIAPH3
Gata1	DIAPH3
Hoxd9	DIAPH3
Foxj3	DIAPH3
STAT1	DIAPH3
PHOX2A	DIAPH3
FOXH1	DIAPH3
POU4F3	DIAPH3
Foxq1	DIAPH3
Dlx3	TDRD3
BSX	TDRD3
MSX2	TDRD3
MSX1	TDRD3
DLX6	TDRD3
Prrx2	TDRD3
Dlx4	TDRD3
Msx3	TDRD3
Spz1	TDRD3
MAFF	TDRD3
MAFG	TDRD3
GSX2	TDRD3
ALX3	TDRD3
GSX1	TDRD3
MEF2A	TDRD3
