TF	target
Tcf7	ANP32E
Mecom	ANP32E
FOXH1	ANP32E
Mafb	ANP32E
EWSR1-FLI1	ANP32E
PROX1	ANP32E
SPI1	ANP32E
Bcl6	ANP32E
CEBPA	APH1A
PBX1	APH1A
HOXB13	APH1A
HOXD13	APH1A
HOXA13	APH1A
Arid3a	APH1A
TFAP2C(var	APH1A
TFAP2A	APH1A
Phox2b	APH1A
PHOX2A	APH1A
GLI2	APH1A
Mecom	APH1A
Esrra	RPRD2
VSX2	RPRD2
BSX	RPRD2
Lhx8	RPRD2
RAX2	RPRD2
LHX9	RPRD2
DLX6	RPRD2
NKX6-1	RPRD2
LBX1	RPRD2
LMX1A	RPRD2
VSX1	RPRD2
Shox2	RPRD2
VAX2	RPRD2
PAX4	RPRD2
Lhx4	RPRD2
NKX6-2	RPRD2
VAX1	RPRD2
Prrx2	RPRD2
ISX	RPRD2
EN1	RPRD2
SHOX	RPRD2
UNCX	RPRD2
PDX1	RPRD2
LMX1B	RPRD2
PRRX1	RPRD2
Pitx1	RPRD2
RHOXF1	RPRD2
TBX20	RPRD2
TBX2	RPRD2
TBX21	RPRD2
ESX1	RPRD2
EMX2	RPRD2
POU6F1	RPRD2
GSX2	RPRD2
MEOX1	RPRD2
LBX2	RPRD2
ALX3	RPRD2
MEOX2	RPRD2
LHX6	RPRD2
RAX	RPRD2
LHX2	RPRD2
HOXB2	RPRD2
HOXB3	RPRD2
GSX1	RPRD2
MIXL1	RPRD2
NOTO	RPRD2
MNX1	RPRD2
GBX2	RPRD2
HESX1	RPRD2
Hoxd8	RPRD2
STAT3	RPRD2
STAT1	RPRD2
Arid3b	RPRD2
Stat4	RPRD2
HNF1A	RPRD2
POU1F1	RPRD2
Alx4	RPRD2
Alx1	RPRD2
Arx	RPRD2
Arid3a	RPRD2
EMX1	RPRD2
Stat5a	RPRD2
Phox2b	RPRD2
FOXB1	RPRD2
PHOX2A	RPRD2
PROP1	RPRD2
GATA2	RPRD2
Gata1	RPRD2
Nobox	RPRD2
RARA	RPRD2
NR1H4	RPRD2
TBP	RPRD2
ESRRB	RPRD2
NR2F2	RPRD2
ZNF384	RPRD2
PKNOX1	RPRD2
PKNOX2	RPRD2
TGIF2	RPRD2
TGIF1	RPRD2
mix-a	RPRD2
TBR1	RPRD2
SMAD2	RPRD2
FLI1	RPRD2
ETS1	RPRD2
ERF	RPRD2
ERG	RPRD2
FEV	RPRD2
HOXD13	RPRD2
Hoxd9	RPRD2
RARA(var	RPRD2
Rarb(var	RPRD2
POU3F3	RPRD2
Esrrg	RPRD2
NR4A1	RPRD2
RORA	RPRD2
Lhx3	RPRD2
ETV2	RPRD2
TBX5	RPRD2
MGA	RPRD2
TBX4	RPRD2
TBX1	RPRD2
TBX15	RPRD2
FOSL2	RPRD2
NFAT5	RPRD2
Zfx	RPRD2
PITX3	RPRD2
GATA6	RPRD2
GLI2	RPRD2
Gata4	RPRD2
NR2F1	RPRD2
EOMES	RPRD2
POU6F2	RPRD2
TCF7L1	RPRD2
HOXC11	RPRD2
ESR1	TARS2
Spz1	TARS2
NFKB1	TARS2
NFKB2	TARS2
HIC2	TARS2
Hic1	TARS2
NFIC	TARS2
MEF2C	TARS2
SP1	TARS2
ZNF263	TARS2
RHOXF1	TARS2
FOXC2	FALEC
ESR1	FALEC
IRF1	FALEC
SREBF2	FALEC
SREBF1	FALEC
ZNF384	FALEC
SP1	FALEC
RREB1	FALEC
HINFP	FALEC
Foxd3	FALEC
Sox3	FALEC
SOX15	FALEC
ZNF263	FALEC
FOXC2	ENSA
MEF2A	ENSA
MEF2D	ENSA
Sox5	ENSA
BSX	ENSA
MSX2	ENSA
MSX1	ENSA
Lhx8	ENSA
RAX2	ENSA
LHX9	ENSA
Shox2	ENSA
BARX1	ENSA
Prrx2	ENSA
ISX	ENSA
EN1	ENSA
SHOX	ENSA
PRRX1	ENSA
Msx3	ENSA
RUNX1	ENSA
Stat4	ENSA
NFIC	ENSA
LBX2	ENSA
GBX1	ENSA
ALX3	ENSA
HESX1	ENSA
Nkx3-1	ENSA
NKX3-2	ENSA
IRF9	ENSA
NFIA	ENSA
Stat5a	ENSA
Phox2b	ENSA
PHOX2A	ENSA
PROP1	ENSA
TBP	ENSA
SOX4	ENSA
IRF8	ENSA
IRF5	ENSA
IRF7	ENSA
SRY	ENSA
Sox17	ENSA
Lhx3	ENSA
FOXB1	ENSA
FOXC1	ENSA
LIN54	ENSA
HMBOX1	ENSA
SRF	ENSA
Sox11	ENSA
IRF2	ENSA
STAT1	ENSA
Mafb	ENSA
IRF4	ENSA
Bcl6	ENSA
ESX1	ENSA
RAX	ENSA
MIXL1	ENSA
MAFF	ENSA
UNCX	ENSA
LMX1B	ENSA
FOXA1	ENSA
MAFK	ENSA
PRDM1	ENSA
CEBPD	ENSA
CEBPE	ENSA
CEBPG	ENSA
CEBPB	ENSA
MSC	ENSA
Ascl2	ENSA
MYF6	ENSA
POU4F2	ENSA
ATF4	ENSA
Tcf21	ENSA
Hoxa11	ENSA
Foxo1	ENSA
Nr2e1	ENSA
Foxa2	ENSA
Ddit3	ENSA
Foxj3	ENSA
FOS	ENSA
HOXD12	ENSA
HOXC13	ENSA
FOXH1	ENSA
DUX4	ENSA
Nkx2-5	ENSA
CUX1	GOLPH3L
CUX2	GOLPH3L
PAX3	GOLPH3L
PAX7	GOLPH3L
E2F6	GOLPH3L
Hoxd8	GOLPH3L
ONECUT3	GOLPH3L
ONECUT2	GOLPH3L
ONECUT1	GOLPH3L
MAFF	GOLPH3L
KLF9	GOLPH3L
Rfx1	GOLPH3L
MEF2A	GOLPH3L
RFX4	GOLPH3L
RFX5	GOLPH3L
RFX3	GOLPH3L
RFX2	GOLPH3L
SOX4	GOLPH3L
MZF1	GOLPH3L
PLAG1	GOLPH3L
SOX10	GOLPH3L
LEF1	GOLPH3L
ZNF263	GOLPH3L
DUXA	GOLPH3L
Sox11	GOLPH3L
KLF13	GOLPH3L
Arid5a	GOLPH3L
CTCF	GOLPH3L
TCF7L1	GOLPH3L
Tcf7	GOLPH3L
YY1	GOLPH3L
Foxq1	GOLPH3L
TCF7L2	GOLPH3L
NR4A2	GOLPH3L
Hmx2	GOLPH3L
ZNF24	ARNT
Dlx3	ARNT
MSX2	ARNT
DLX6	ARNT
Dlx4	ARNT
Msx3	ARNT
CEBPA	ARNT
RUNX1	ARNT
Hoxd8	ARNT
Arid3b	ARNT
FOSL1	ARNT
FOS	ARNT
POU6F1	ARNT
HOXB3	ARNT
EMX1	ARNT
HNF1A	ARNT
JUNB	ARNT
FOSL2	ARNT
Arid3a	ARNT
NEUROG2	ARNT
MYF6	ARNT
GATA2	ARNT
Gata1	ARNT
RAX	ARNT
HESX1	ARNT
Nobox	ARNT
RUNX2	ARNT
POU4F1	ARNT
MEF2C	ARNT
POU4F2	ARNT
POU4F3	ARNT
NFIL3	ARNT
FOSB	ARNT
JUND	ARNT
Pou5f1	ARNT
HOXA10	ARNT
POU2F2	ARNT
PBX3	ARNT
HNF1B	ARNT
BATF	ARNT
Hoxd9	ARNT
LIN54	ARNT
NFAT5	ARNT
MEIS2	ARNT
MEIS3	ARNT
GATA6	ARNT
Gata4	ARNT
JDP2	ARNT
PBX2	ARNT
MEIS1	ARNT
CDX1	ARNT
RUNX3	ARNT
EWSR1-FLI1	ARNT
NFE2	ARNT
HOXA13	ARNT
Hoxa9	ARNT
SMAD2	CERS2
SPIC	CERS2
SPI1	CERS2
FOXC2	MINDY1
ETV1	PRUNE1
ETV4	PRUNE1
ELK3	PRUNE1
FLI1	PRUNE1
ETV6	PRUNE1
ELK1	PRUNE1
ETS1	PRUNE1
ETV5	PRUNE1
ERF	PRUNE1
ERG	PRUNE1
ETV3	PRUNE1
FEV	PRUNE1
ELF4	PRUNE1
EHF	PRUNE1
ELF1	PRUNE1
FOXF2	MINDY1
FOXA1	MINDY1
FOXP2	MINDY1
FOXK2	MINDY1
ELF5	PRUNE1
ETV2	PRUNE1
FOXD2	MINDY1
MZF1	PRUNE1
Foxo1	MINDY1
Foxq1	MINDY1
FOXK1	MINDY1
Foxj2	MINDY1
FOXG1	MINDY1
FOXO3	MINDY1
Foxd3	MINDY1
FOXC1	MINDY1
SPIC	PRUNE1
SPI1	PRUNE1
ZNF263	MINDY1
ELF3	PRUNE1
Foxj3	MINDY1
STAT1	PRUNE1
FOXH1	MINDY1
GRHL2	MINDY1
MEF2A	MLLT11
MEF2D	MLLT11
MEF2B	MLLT11
HIC2	MLLT11
MEF2C	MLLT11
MEIS2	MLLT11
MEIS3	MLLT11
Crx	MLLT11
GLIS3	MLLT11
Srebf1(var	MLLT11
SREBF2(var	MLLT11
Nr2f6(var	MLLT11
ZNF384	MLLT11
CREB1	MLLT11
FOSL2	MLLT11
Hnf4a	MLLT11
YY2	MLLT11
Rarg(var	MLLT11
Zfx	MLLT11
NR2F1	MLLT11
ZIC3	MLLT11
USF1	MLLT11
YY1	MLLT11
Nr1h3	MLLT11
IRF3	SEMA6C
E2F6	SEMA6C
Rfx1	SEMA6C
EBF1	SEMA6C
Nkx3-1	SEMA6C
NKX3-2	SEMA6C
IRF1	SEMA6C
TBX19	SEMA6C
ISL2	SEMA6C
T	SEMA6C
CENPB	SEMA6C
ZNF384	SEMA6C
MZF1	SEMA6C
PBX3	SEMA6C
SMAD2	SEMA6C
Pparg	SEMA6C
NR2C2	SEMA6C
ZNF263	SEMA6C
IRF2	SEMA6C
EWSR1-FLI1	SEMA6C
STAT1	SEMA6C
PBX2	SEMA6C
SPI1	SEMA6C
Dlx3	SCNM1
VSX2	SCNM1
Lhx8	SCNM1
DLX6	SCNM1
LBX1	SCNM1
VSX1	SCNM1
VAX2	SCNM1
PAX4	SCNM1
VAX1	SCNM1
Dlx4	SCNM1
EN1	SCNM1
PDX1	SCNM1
ESX1	SCNM1
EVX1	SCNM1
EMX2	SCNM1
MEOX1	SCNM1
GBX1	SCNM1
ALX3	SCNM1
MEOX2	SCNM1
LHX6	SCNM1
LHX2	SCNM1
HOXB2	SCNM1
HOXB3	SCNM1
HOXA2	SCNM1
EN2	SCNM1
GSX1	SCNM1
EMX1	SCNM1
EVX2	SCNM1
NOTO	SCNM1
GBX2	SCNM1
Dlx1	SCNM1
YY2	SCNM1
SMAD3	TNFAIP8L2
POU6F2	SCNM1
Rhox11	TNFAIP8L2
TBX20	SCNM1
DMRT3	SCNM1
ELF4	PSMD4
EHF	PSMD4
ELF1	PSMD4
PPARA	PSMD4
RXRB	PSMD4
Rxra	PSMD4
RXRG	PSMD4
Nr2f6	PSMD4
HNF4G	PSMD4
Pparg	PSMD4
NR2C2	PSMD4
NFYB	PSMD4
Gabpa	PSMD4
ELF5	PSMD4
SP1	PSMD4
SP3	PSMD4
MZF1	PSMD4
PBX3	PSMD4
ETV6	PSMD4
ERF	PSMD4
KLF5	PSMD4
ELK4	PSMD4
PLAG1	PSMD4
ZBTB7A	PSMD4
Hnf4a	PSMD4
YY2	PSMD4
ZNF263	PSMD4
ELF3	PSMD4
Zfx	PSMD4
EWSR1-FLI1	PSMD4
NR1H2	PSMD4
SPI1	PSMD4
ZBTB18	ZNF687-AS1
ZNF24	ZNF687-AS1
FOXC2	ZNF687-AS1
Pitx1	ZNF687-AS1
OTX1	ZNF687-AS1
OTX2	ZNF687-AS1
RHOXF1	ZNF687-AS1
Crx	ZNF687-AS1
PPARA	ZNF687-AS1
RXRB	ZNF687-AS1
Rxra	ZNF687-AS1
RXRG	ZNF687-AS1
Nr2f6	ZNF687-AS1
E2F6	ZNF687-AS1
Hoxd8	ZNF687-AS1
INSM1	ZNF687-AS1
SIX1	ZNF687-AS1
GSC2	ZNF687-AS1
GSC	ZNF687-AS1
IRF1	ZNF687-AS1
SREBF2	ZNF687-AS1
SREBF1	ZNF687-AS1
SIX2	ZNF687-AS1
NFATC2	ZNF687-AS1
POU4F1	ZNF687-AS1
POU4F2	ZNF687-AS1
POU4F3	ZNF687-AS1
ZNF384	ZNF687-AS1
Rarg	ZNF687-AS1
MZF1	ZNF687-AS1
PBX3	ZNF687-AS1
GRHL1	ZNF687-AS1
ETV6	ZNF687-AS1
RARA	ZNF687-AS1
Foxd3	ZNF687-AS1
Gata1	ZNF687-AS1
RBPJ	ZNF687-AS1
FOXB1	ZNF687-AS1
FOXC1	ZNF687-AS1
Barhl1	ZNF687-AS1
SPIC	ZNF687-AS1
SPI1	ZNF687-AS1
NFAT5	ZNF687-AS1
Dmbx1	ZNF687-AS1
ZNF263	ZNF687-AS1
Rarb	ZNF687-AS1
PITX3	ZNF687-AS1
Gata4	ZNF687-AS1
NR2F1	ZNF687-AS1
Arid5a	ZNF687-AS1
STAT1	ZNF687-AS1
SPIB	ZNF687-AS1
NR1A4	ZNF687-AS1
TFCP2	ZNF687-AS1
NR2C2	ZNF687-AS1
Mecom	ZNF687-AS1
ZNF282	ZNF687-AS1
EWSR1-FLI1	ZNF687-AS1
GRHL2	ZNF687-AS1
NR1H2	ZNF687-AS1
MAFG	ZNF687-AS1
FOXC2	RFX5
Esrra	RFX5
IRF3	RFX5
Hoxd8	RFX5
Tcf12	RFX5
Myog	RFX5
GLIS3	RFX5
ASCL1	RFX5
ZEB1	RFX5
IRF1	RFX5
ZNF740	RFX5
Arid3a	RFX5
Myod1	RFX5
MSC	RFX5
Ascl2	RFX5
NHLH1	RFX5
TFE3	RFX5
RARA	RFX5
MEF2C	RFX5
ESRRB	RFX5
NR2F2	RFX5
ZNF384	RFX5
NFIL3	RFX5
ZBTB7B	RFX5
MZF1	RFX5
RARA(var	RFX5
Rarb(var	RFX5
Esrrg	RFX5
NR4A1	RFX5
Foxd3	RFX5
RXRG	RFX5
Nr2f6	RFX5
LIN54	RFX5
FOXC1	RFX5
LEF1	RFX5
ZNF263	RFX5
Rarb	RFX5
NR2F1	RFX5
IRF2	RFX5
STAT1	RFX5
USF1	RFX5
TCF7L1	RFX5
NR2C2	RFX5
PROP1	RFX5
TCF7L2	RFX5
Tcf7	RFX5
EWSR1-FLI1	RFX5
NR4A2	RFX5
ZNF24	POGZ
USF2	POGZ
RUNX1	POGZ
Hoxd8	POGZ
HNF1A	POGZ
HIC2	POGZ
HOXB13	POGZ
HOXD13	POGZ
Hoxd9	POGZ
HOXA13	POGZ
MITF	POGZ
E2F8	POGZ
CDX2	POGZ
ZNF384	POGZ
NKX2-8	POGZ
SOX4	POGZ
HOXA10	POGZ
NKX2-3	POGZ
SMAD2	POGZ
TFEC	POGZ
TFEB	POGZ
HNF1B	POGZ
Foxd3	POGZ
FOXC1	POGZ
FOSL2	POGZ
Zfx	POGZ
Sox11	POGZ
USF1	POGZ
CDX1	POGZ
Arx	POGZ
MAFG	POGZ
ESR1	CGN
STAT3	CGN
STAT1	CGN
Stat4	CGN
ASCL1	CGN
IRF1	CGN
SREBF2	CGN
Stat5a	CGN
SREBF1	CGN
ZNF384	CGN
FOXD2	CGN
NEUROD1	CGN
PBX3	CGN
Nr2e1	CGN
Foxj2	CGN
FOXG1	CGN
FOXK2	CGN
Nr5a2	CGN
RBPJ	CGN
Foxq1	CGN
Six3	TUFT1
E2F6	TUFT1
Spz1	TUFT1
MEF2A	TUFT1
MEF2D	TUFT1
MEF2B	TUFT1
NFKB1	TUFT1
NFKB2	TUFT1
Srebf1(var	TUFT1
SREBF2(var	TUFT1
Nr2f6(var	TUFT1
MEF2C	TUFT1
SREBF1	TUFT1
Rarg	TUFT1
CREB1	TUFT1
RARA	TUFT1
RARA(var	TUFT1
Rarg(var	TUFT1
PLAG1	TUFT1
Zfx	TUFT1
FOSL2	TUFT1
Rarb	TUFT1
NR2F1	TUFT1
USF1	TUFT1
YY1	TUFT1
Nr1h3	TUFT1
FOXC2	SNX27
IRF3	SNX27
FOXF2	SNX27
FOXA1	SNX27
IRF1	SNX27
IRF9	SNX27
TBX19	SNX27
HOXD11	SNX27
HOXC10	SNX27
POU5F1	SNX27
ZNF384	SNX27
IRF8	SNX27
IRF7	SNX27
HOXC12	SNX27
HOXC11	SNX27
Hoxa11	SNX27
RREB1	SNX27
FOXK1	SNX27
Foxa2	SNX27
Foxd3	SNX27
SOX15	SNX27
MGA	SNX27
TBX1	SNX27
LEF1	SNX27
Dmbx1	SNX27
Foxj3	SNX27
IRF2	SNX27
STAT1	SNX27
FOXH1	SNX27
Foxq1	SNX27
IRF4	SNX27
ZBTB18	TDRKH-AS1
TWIST1	TDRKH-AS1
FOS	TDRKH-AS1
FOSB	TDRKH-AS1
FOSL2	TDRKH-AS1
FOSL1	TDRKH-AS1
MYC	TDRKH-AS1
KLF4	TDRKH-AS1
RXRB	TDRKH-AS1
Rxra	TDRKH-AS1
RXRG	TDRKH-AS1
Nr2f6	TDRKH-AS1
SIX1	TDRKH-AS1
KLF9	TDRKH-AS1
Hand1	TDRKH-AS1
HIC2	TDRKH-AS1
Hic1	TDRKH-AS1
JUNB	TDRKH-AS1
SPDEF	TDRKH-AS1
Arnt	TDRKH-AS1
CLOCK	TDRKH-AS1
Npas2	TDRKH-AS1
MNT	TDRKH-AS1
MAX	TDRKH-AS1
BHLHE40	TDRKH-AS1
HEY1	TDRKH-AS1
FOXP1	TDRKH-AS1
SP8	TDRKH-AS1
POU4F1	TDRKH-AS1
JUN(var	TDRKH-AS1
MEF2C	TDRKH-AS1
ESRRB	TDRKH-AS1
ZSCAN4	TDRKH-AS1
JUND	TDRKH-AS1
NFE2	TDRKH-AS1
MAF	TDRKH-AS1
Pou5f1	TDRKH-AS1
POU2F2	TDRKH-AS1
Foxd3	TDRKH-AS1
JUN	TDRKH-AS1
BACH2	TDRKH-AS1
Id2	TDRKH-AS1
Mlxip	TDRKH-AS1
Pparg	TDRKH-AS1
NFAT5	TDRKH-AS1
ELF3	TDRKH-AS1
NR2F1	TDRKH-AS1
JDP2	TDRKH-AS1
EOMES	TDRKH-AS1
Hes2	TDRKH-AS1
YY1	TDRKH-AS1
NR1H2	TDRKH-AS1
TEAD2	TDRKH-AS1
Crx	THEM4
IRF3	THEM4
Spz1	THEM4
Stat4	THEM4
SIX1	THEM4
MEF2A	THEM4
POU1F1	THEM4
IRF1	THEM4
ZNF354C	THEM4
HSF4	THEM4
HSF1	THEM4
HSF2	THEM4
SIX2	THEM4
SOX8	THEM4
Sox2	THEM4
Foxo1	THEM4
NEUROD1	THEM4
Sox6	THEM4
Sox3	THEM4
SOX15	THEM4
ZIC4	THEM4
ZIC3	THEM4
HMBOX1	THEM4
Pparg	THEM4
SOX10	THEM4
TWIST1	THEM4
IRF2	THEM4
STAT1	THEM4
Hes2	THEM4
MNX1	THEM4
EWSR1-FLI1	THEM4
Nr2e3	THEM4
RHOXF1	THEM4
ZIC1	THEM4
ESR1	S100A10
MYB	S100A10
MYF6	S100A10
Hand1	S100A10
ZNF354C	S100A10
NFATC1	S100A10
NFATC3	S100A10
NFAT5	S100A10
NFATC2	S100A10
OLIG2	S100A10
OLIG1	S100A10
BHLHE22	S100A10
Atoh1	S100A10
Twist2	S100A10
Neurog1	S100A10
OLIG3	S100A10
ZNF384	S100A10
BHLHE23	S100A10
Sox17	S100A10
SOX21	S100A10
Bhlha15	S100A10
TAL1	S100A10
MAFG	S100A10
MSX2	S100A11
MSX1	S100A11
ISL2	S100A11
Dlx2	S100A11
BARX1	S100A11
EN1	S100A11
PDX1	S100A11
Msx3	S100A11
Hoxd8	S100A11
Arid3a	S100A11
SIX2	S100A11
DMRT3	S100A11
Phox2b	S100A11
PHOX2A	S100A11
PROP1	S100A11
SOX8	S100A11
BARHL2	S100A11
Nobox	S100A11
ZSCAN4	S100A11
NKX2-8	S100A11
Nkx2-5(var	S100A11
HOXB3	S100A11
Barhl1	S100A11
MNX1	S100A11
GBX2	S100A11
NKX2-3	S100A11
Lhx3	S100A11
PAX3	S100A11
PAX7	S100A11
VENTX	S100A11
DUXA	S100A11
DUX4	S100A11
HOXC13	S100A11
SOX9	S100A5
OLIG2	S100A5
OLIG1	S100A5
BHLHE22	S100A5
NEUROD2	S100A5
Atoh1	S100A5
Twist2	S100A5
Neurog1	S100A5
OLIG3	S100A5
BHLHE23	S100A5
Sox6	S100A5
SOX15	S100A5
SOX13	S100A5
TWIST1	S100A5
Bhlha15	S100A5
TAL1	S100A5
Tcf12	S100A5
Myog	S100A5
Myod1	S100A5
NEUROD1	S100A5
ARNT	S100A2
Sox6	S100A2
Sox3	S100A2
PLAG1	S100A2
NEUROD2	S100A2
Neurog1	S100A2
Bhlha15	S100A2
Arid3a	CHTOP
RARA	CHTOP
HOXA13	CHTOP
TBX20	SNAPIN
TBX2	SNAPIN
TBX21	SNAPIN
Pax6	SNAPIN
PAX1	SNAPIN
TBR1	SNAPIN
MZF1	SNAPIN
MGA	SNAPIN
TBX1	SNAPIN
EOMES	SNAPIN
Mafb	SNAPIN
FOXC2	ILF2
MEF2A	ILF2
MEF2D	ILF2
MEF2B	ILF2
SP2	ILF2
VSX2	ILF2
BSX	ILF2
Lhx8	ILF2
RAX2	ILF2
LHX9	ILF2
DLX6	ILF2
NKX6-1	ILF2
LBX1	ILF2
LMX1A	ILF2
VSX1	ILF2
Shox2	ILF2
VAX2	ILF2
PAX4	ILF2
Lhx4	ILF2
NKX6-2	ILF2
VAX1	ILF2
Prrx2	ILF2
ISX	ILF2
EN1	ILF2
SHOX	ILF2
UNCX	ILF2
PDX1	ILF2
LMX1B	ILF2
PRRX1	ILF2
FOSL2	ILF2
Hoxb5	ILF2
Hoxd3	ILF2
Hoxd8	ILF2
Foxj3	ILF2
Arid3b	ILF2
Klf1	ILF2
ONECUT3	ILF2
FOXF2	ILF2
ONECUT2	ILF2
FOSL1	ILF2
FOS	ILF2
MYB	ILF2
POU6F1	ILF2
Dlx1	ILF2
FOXA1	ILF2
GSX2	ILF2
MEOX1	ILF2
LBX2	ILF2
ALX3	ILF2
MEOX2	ILF2
LHX2	ILF2
HOXB2	ILF2
HOXB3	ILF2
GSX1	ILF2
MIXL1	ILF2
EMX1	ILF2
NOTO	ILF2
MNX1	ILF2
NFKB1	ILF2
NFKB2	ILF2
HNF1A	ILF2
Alx4	ILF2
Alx1	ILF2
HOXB13	ILF2
HOXD13	ILF2
HOXA13	ILF2
JUNB	ILF2
Arid3a	ILF2
SREBF2	ILF2
SREBF1	ILF2
EGR1	ILF2
CDX2	ILF2
Phox2b	ILF2
PHOX2A	ILF2
PROP1	ILF2
SP8	ILF2
TFAP2A	ILF2
MEF2C	ILF2
Hoxc9	ILF2
JUN(var	ILF2
ZNF384	ILF2
SP1	ILF2
SP3	ILF2
mix-a	ILF2
HOXA10	ILF2
Sox2	ILF2
RREB1	ILF2
Nr2e1	ILF2
RXRA	ILF2
JUND(var	ILF2
KLF5	ILF2
RELA	ILF2
Foxd3	ILF2
Sox3	ILF2
JUN	ILF2
Lhx3	ILF2
BATF	ILF2
FOXB1	ILF2
FOXC1	ILF2
ZIC4	ILF2
LEF1	ILF2
ZNF263	ILF2
Zfx	ILF2
GATA1	ILF2
DUXA	ILF2
JDP2	ILF2
POU6F2	ILF2
TCF7L1	ILF2
CDX1	ILF2
ZIC1	ILF2
ZBTB18	INTS3
Rfx1	INTS3
NFKB1	INTS3
ZEB1	INTS3
ID4	INTS3
TCF3	INTS3
TCF4	INTS3
IRF9	INTS3
Arid3a	INTS3
ZNF354C	INTS3
MEF2D	INTS3
NFATC1	INTS3
NFATC3	INTS3
NFAT5	INTS3
Srebf1(var	INTS3
SREBF2(var	INTS3
Myod1	INTS3
RFX4	INTS3
NFATC2	INTS3
Nr2f6(var	INTS3
POU4F1	INTS3
MEF2C	INTS3
Rarg	INTS3
RARA	INTS3
TBX5	INTS3
Rarb	INTS3
VDR	INTS3
SNAI2	INTS3
USF1	INTS3
HOXA13	INTS3
E2F6	LOC101928059
TEAD3	LOC101928059
IRF1	LOC101928059
PRDM1	LOC101928059
NFATC1	LOC101928059
NFATC3	LOC101928059
NFAT5	LOC101928059
TEAD1	LOC101928059
TEAD4	LOC101928059
NFATC2	LOC101928059
Nr2e1	LOC101928059
ZBTB7A	LOC101928059
Pparg	LOC101928059
ZNF263	LOC101928059
PPARG	LOC101928059
EWSR1-FLI1	LOC101928059
TEAD2	LOC101928059
Bcl6	LOC101928059
RXRB	DENND4B
Rxra	DENND4B
RXRG	DENND4B
Nr2f6	DENND4B
Rfx1	DENND4B
NFKB1	DENND4B
NFKB2	DENND4B
ZEB1	DENND4B
Myod1	DENND4B
RARA	DENND4B
RFX5	DENND4B
ESR2	DENND4B
PBX3	DENND4B
NR2F2	DENND4B
RARA(var	DENND4B
Rarb(var	DENND4B
RELA	DENND4B
ZBTB7A	DENND4B
Pparg	DENND4B
NR2C2	DENND4B
ZNF263	DENND4B
NR2F1	DENND4B
MAFG	DENND4B
SP2	CRTC2
ZBTB7C	CRTC2
ZBTB7B	CRTC2
SP1	CRTC2
SP3	CRTC2
KLF16	CRTC2
MZF1	CRTC2
KLF5	CRTC2
YY2	CRTC2
ZNF263	CRTC2
NR2C2	CRTC2
ESR1	CREB3L4
ASCL1	CREB3L4
IRF1	CREB3L4
Arid3a	CREB3L4
TFAP2B(var	CREB3L4
TFAP2A	CREB3L4
Phox2b	CREB3L4
PHOX2A	CREB3L4
PROP1	CREB3L4
SREBF1	CREB3L4
ZNF384	CREB3L4
Ascl2	CREB3L4
NHLH1	CREB3L4
Lhx3	CREB3L4
LIN54	CREB3L4
ZBTB18	RPS27
TWIST1	RPS27
ZNF24	RPS27
Six3	RPS27
Spz1	RPS27
REST	RPS27
MEF2A	RPS27
MEF2D	RPS27
MEF2B	RPS27
NFKB1	RPS27
NFKB2	RPS27
IRF1	RPS27
Srebf1(var	RPS27
SREBF2(var	RPS27
Nr2f6(var	RPS27
MEF2C	RPS27
Rarg	RPS27
CREB1	RPS27
JUND(var	RPS27
RARA	RPS27
RARA(var	RPS27
Rarg(var	RPS27
JUN	RPS27
FOSL2	RPS27
Rarb	RPS27
NR2F1	RPS27
PKNOX2	RPS27
TGIF1	RPS27
USF1	RPS27
YY1	RPS27
Nr1h3	RPS27
DUX4	RPS27
ZBTB18	NUP210L
FOXC2	NUP210L
CEBPA	NUP210L
TBX21	NUP210L
RUNX1	NUP210L
Spz1	NUP210L
ZEB1	NUP210L
IRF1	NUP210L
ID4	NUP210L
TCF3	NUP210L
FIGLA	NUP210L
TCF4	NUP210L
ZNF354C	NUP210L
Myod1	NUP210L
DMRT3	NUP210L
TFE3	NUP210L
Nr2f6(var	NUP210L
RUNX2	NUP210L
ZNF384	NUP210L
Rarg	NUP210L
PKNOX1	NUP210L
PKNOX2	NUP210L
TGIF1	NUP210L
TBR1	NUP210L
SMAD2	NUP210L
RARA	NUP210L
Foxd3	NUP210L
TBX5	NUP210L
MGA	NUP210L
TBX4	NUP210L
TBX1	NUP210L
TBX15	NUP210L
Rarb	NUP210L
NR2F1	NUP210L
Foxj3	NUP210L
SNAI2	NUP210L
YY1	NUP210L
RUNX3	NUP210L
Sox5	C1orf43
SP2	C1orf43
Spz1	C1orf43
PBX1	C1orf43
MEF2A	C1orf43
MEF2D	C1orf43
MEF2B	C1orf43
THAP1	C1orf43
TP73	C1orf43
TP53	C1orf43
FOXP2	C1orf43
MEF2C	C1orf43
SRY	C1orf43
Dux	C1orf43
Foxd3	C1orf43
FOSL2	C1orf43
Rarg(var	C1orf43
YY1	C1orf43
Nr1h3	C1orf43
Hmx3	C1orf43
Hmx2	C1orf43
Dlx1	C1orf43
Six3	HAX1
Spz1	HAX1
MEF2A	HAX1
MEF2D	HAX1
MEF2B	HAX1
ZBTB7C	HAX1
NFKB1	HAX1
NFKB2	HAX1
SREBF2	HAX1
SREBF1	HAX1
Nr2f6(var	HAX1
MEF2C	HAX1
ZNF384	HAX1
Rarg	HAX1
CREB1	HAX1
RXRA	HAX1
RBPJ	HAX1
